encoder,learner,metric,delta_eta,mean_rep,ci_low_rep,ci_high_rep,mcse_rep,mean_short,ci_low_short,ci_high_short,mcse_short,mean_theoretical_gap,mean_abs_identity_error,scenario_group,n_scenarios,n_rows,M,target_mechanism,mean_roc_auc,n_train
hash_column,mlp,brier,,,,,,0.05425863484616517,0.051705925874884255,0.05681134381744609,0.0013024025363678154,,,1C_finite,6,300,200.0,hamming_weight,,
hash_column,mlp,brier,,,,,,0.057790462060753806,0.0544592648228916,0.06112165929861601,0.0016995904274807168,,,1C_finite,6,300,200.0,position_specific,,
hash_column,mlp,brier,,,,,,0.10067864897095365,0.09798978350364626,0.10336751443826103,0.0013718701363813193,,,1C_finite,6,300,1000.0,hamming_weight,,
hash_column,mlp,brier,,,,,,0.09924126243716405,0.09476501112825506,0.10371751374607305,0.0022838016882188745,,,1C_finite,6,300,1000.0,position_specific,,
hash_column,mlp,logloss,,,,,,0.04311021683951648,0.040601176272397406,0.04561925740663555,0.0012801227383260564,,,1C_finite,6,300,10.0,hamming_weight,0.7343690889759674,
hash_column,mlp,logloss,,,,,,0.04592848425147736,0.04122249013327592,0.0506344783696788,0.002401017407245632,,,1C_finite,6,300,10.0,position_specific,0.6572595523392812,
hash_column,mlp,logloss,,,,,,0.08328695882274217,0.07836538840332824,0.08820852924215611,0.002511005316027514,,,1C_finite,6,300,50.0,hamming_weight,0.6897615677790985,
hash_column,mlp,logloss,,,,,,0.06425765623438534,0.05957697202462499,0.0689383404441457,0.002388104188653242,,,1C_finite,6,300,50.0,position_specific,0.6499082074689846,
hash_column,mlp,logloss,,,,,,0.1474066717346711,0.13703876198101567,0.15777458148832652,0.005289749874313999,,,1C_finite,6,300,200.0,hamming_weight,0.6482322906675049,
hash_column,mlp,logloss,,,,,,0.1716995428271979,0.15618613589292338,0.18721294976147243,0.007915003537895163,,,1C_finite,6,300,200.0,position_specific,0.6019232359275729,
hash_column,mlp,logloss,,,,,,0.43101527421631547,0.39668622251258245,0.4653443259200485,0.017514822297822967,,,1C_finite,6,300,1000.0,hamming_weight,0.5994614009656015,
hash_column,mlp,logloss,,,,,,0.45645801693634963,0.4136906800672766,0.49922535380542266,0.02182006983115972,,,1C_finite,6,300,1000.0,position_specific,0.5667024173607719,
hash_shared,lightgbm,brier,,,,,,0.000803144022590769,0.0006938353143293588,0.0009124527308521791,5.576974911296439e-05,,,1C_finite,6,300,10.0,hamming_weight,,
hash_shared,lightgbm,brier,,,,,,0.04295473093764104,0.039795469397079904,0.04611399247820217,0.0016118681329393527,,,1C_finite,6,300,10.0,position_specific,,
hash_shared,lightgbm,brier,,,,,,0.0018536528393872282,0.0016339897793796617,0.002073315899394795,0.00011207298979977881,,,1C_finite,6,300,50.0,hamming_weight,,
hash_shared,lightgbm,brier,,,,,,0.04772202641785647,0.04432843808015881,0.05111561475555414,0.0017314226212743196,,,1C_finite,6,300,50.0,position_specific,,
hash_shared,lightgbm,brier,,,,,,0.0036721088045470547,0.0032593507564184685,0.0040848668526756405,0.00021059084088193169,,,1C_finite,6,300,200.0,hamming_weight,,
hash_shared,lightgbm,brier,,,,,,0.050697538125843364,0.04721120099596517,0.054183875255721554,0.0017787434336113226,,,1C_finite,6,300,200.0,position_specific,,
hash_shared,lightgbm,brier,,,,,,0.006784843245439204,0.006139648622340864,0.007430037868537544,0.0003291809301522144,,,1C_finite,6,300,1000.0,hamming_weight,,
hash_shared,lightgbm,brier,,,,,,0.05528708097581324,0.05162728388382933,0.058946878067797144,0.0018672434142775018,,,1C_finite,6,300,1000.0,position_specific,,
hash_shared,lightgbm,logloss,,,,,,0.002499088541232198,0.0021657731036449786,0.0028324039788194173,0.00017005889672817306,,,1C_finite,6,300,10.0,hamming_weight,0.7660623922240103,
hash_shared,lightgbm,logloss,,,,,,0.09563996546929027,0.08841090252550468,0.10286902841307585,0.0036882974202987694,,,1C_finite,6,300,10.0,position_specific,0.5487558576161755,
hash_shared,lightgbm,logloss,,,,,,0.005618425137332247,0.004978773694093676,0.0062580765805708176,0.000326352777162536,,,1C_finite,6,300,50.0,hamming_weight,0.7758732234104223,
hash_shared,lightgbm,logloss,,,,,,0.10547869076229859,0.0977468535513311,0.11321052797326607,0.0039448149035548425,,,1C_finite,6,300,50.0,position_specific,0.514610269969088,
hash_shared,lightgbm,logloss,,,,,,0.011541537514524894,0.01025493378808555,0.012828141240964238,0.0006564304726731347,,,1C_finite,6,300,200.0,hamming_weight,0.7734649995873398,
hash_shared,lightgbm,logloss,,,,,,0.11190539104631393,0.10397620292688217,0.11983457916574569,0.004045504142567227,,,1C_finite,6,300,200.0,position_specific,0.5031531381788538,
hash_shared,lightgbm,logloss,,,,,,0.020971507196633026,0.019047405850806345,0.022895608542459707,0.0009816843601156537,,,1C_finite,6,300,1000.0,hamming_weight,0.7671285183185075,
hash_shared,lightgbm,logloss,,,,,,0.1224838427782945,0.11411712257771654,0.13085056297887243,0.004268734796213238,,,1C_finite,6,300,1000.0,position_specific,0.5004355914840841,
hash_shared,logistic,brier,,,,,,0.0004754805353090869,0.00043982701080985784,0.000511134059808316,1.8190573724096453e-05,,,1C_finite,6,900,10.0,hamming_weight,,
hash_shared,logistic,brier,,,,,,0.04218119303663749,0.04037437564226018,0.0439880104310148,0.000921845609376179,,,1C_finite,6,900,10.0,position_specific,,
hash_shared,logistic,brier,,,,,,0.0005137804972645192,0.0004685654603520802,0.0005589955341769582,2.306889638389745e-05,,,1C_finite,6,900,50.0,hamming_weight,,
hash_shared,logistic,brier,,,,,,0.04542966379003911,0.043527442461757784,0.04733188511832044,0.0009705210858578196,,,1C_finite,6,900,50.0,position_specific,,
hash_shared,logistic,brier,,,,,,0.00046117059561491866,0.0004236225711008151,0.0004987186201290222,1.9157155364338554e-05,,,1C_finite,6,900,200.0,hamming_weight,,
hash_shared,logistic,brier,,,,,,0.046010192527463835,0.0440825560155415,0.04793782903938617,0.000983488016286906,,,1C_finite,6,900,200.0,position_specific,,
hash_shared,logistic,brier,,,,,,0.0005270944745743763,0.00048471081279058946,0.0005694781363581631,2.1624317236625927e-05,,,1C_finite,6,900,1000.0,hamming_weight,,
hash_shared,logistic,brier,,,,,,0.0461417249442961,0.04420787033322873,0.04807557955536347,0.0009866605158506997,,,1C_finite,6,900,1000.0,position_specific,,
hash_shared,logistic,logloss,,,,,,0.0017546825566962074,0.0016513545255942765,0.0018580105877981383,5.2718383215270916e-05,,,1C_finite,6,900,10.0,hamming_weight,0.7664301954903183,
hash_shared,logistic,logloss,,,,,,0.09398515357578999,0.089847805711392,0.09812250144018797,0.0021108917675499903,,,1C_finite,6,900,10.0,position_specific,0.5526570315606268,
hash_shared,logistic,logloss,,,,,,0.0017001647124504215,0.0015776571069765174,0.0018226723179243255,6.250388034382863e-05,,,1C_finite,6,900,50.0,hamming_weight,0.7785745966536592,
hash_shared,logistic,logloss,,,,,,0.10063743405308091,0.09629620931306165,0.10497865879310017,0.002214910581642479,,,1C_finite,6,900,50.0,position_specific,0.5220042132245506,
hash_shared,logistic,logloss,,,,,,0.0015727098363376964,0.001468036838090693,0.0016773828345846998,5.3404590942348704e-05,,,1C_finite,6,900,200.0,hamming_weight,0.7803112981625253,
hash_shared,logistic,logloss,,,,,,0.10180848623941767,0.09741527625422958,0.10620169622460576,0.0022414336659122955,,,1C_finite,6,900,200.0,position_specific,0.5088065786869667,
hash_shared,logistic,logloss,,,,,,0.0017459329681533404,0.001625171006029778,0.001866694930276903,6.161324598140948e-05,,,1C_finite,6,900,1000.0,hamming_weight,0.7812278956686728,
hash_shared,logistic,logloss,,,,,,0.10206889798248757,0.09766361818684675,0.10647417777812838,0.0022475917324698055,,,1C_finite,6,900,1000.0,position_specific,0.502766623249228,
hash_shared,mlp,brier,,,,,,0.020357860975133573,0.01874469176654438,0.021971030183722765,0.0008230455145863227,,,1C_finite,6,300,10.0,hamming_weight,,
hash_shared,mlp,brier,,,,,,0.0435994575083481,0.04043922336739062,0.04675969164930558,0.0016123643576313675,,,1C_finite,6,300,10.0,position_specific,,
hash_shared,mlp,brier,,,,,,0.018132284162811804,0.01657259661354096,0.01969197171208265,0.0007957589537096142,,,1C_finite,6,300,50.0,hamming_weight,,
hash_shared,mlp,brier,,,,,,0.0460124221081127,0.04269949492315144,0.04932534929307395,0.0016902689719190092,,,1C_finite,6,300,50.0,position_specific,,
hash_shared,mlp,brier,,,,,,0.016881756744421796,0.015237325692161265,0.018526187796682327,0.0008389954348268016,,,1C_finite,6,300,200.0,hamming_weight,,
hash_shared,mlp,brier,,,,,,0.04650048782786393,0.043166699924696975,0.049834275731030886,0.0017009121954933443,,,1C_finite,6,300,200.0,position_specific,,
hash_shared,mlp,brier,,,,,,0.018051404269776174,0.016368917505874776,0.01973389103367757,0.0008584116142354076,,,1C_finite,6,300,1000.0,hamming_weight,,
hash_shared,mlp,brier,,,,,,0.04665125905496721,0.04330664957521068,0.04999586853472374,0.001706433408039048,,,1C_finite,6,300,1000.0,position_specific,,
hash_shared,mlp,logloss,,,,,,0.04679789332133539,0.043246773288024454,0.050349013354646324,0.001811795935362723,,,1C_finite,6,300,10.0,hamming_weight,0.7657803782390418,
hash_shared,mlp,logloss,,,,,,0.09694129018285866,0.08970964137200178,0.10417293899371553,0.0036896167402331002,,,1C_finite,6,300,10.0,position_specific,0.5484053632739653,
hash_shared,mlp,logloss,,,,,,0.042865916006832316,0.03938383702769722,0.046347994985967415,0.00177657090772199,,,1C_finite,6,300,50.0,hamming_weight,0.7780397957205306,
hash_shared,mlp,logloss,,,,,,0.10182633480400048,0.09427053470379887,0.1093821349042021,0.0038550000511232744,,,1C_finite,6,300,50.0,position_specific,0.5190558363526852,
hash_shared,mlp,logloss,,,,,,0.04013049339470594,0.03645377736655671,0.04380720942285517,0.0018758755245659327,,,1C_finite,6,300,200.0,hamming_weight,0.780192372496209,
hash_shared,mlp,logloss,,,,,,0.10280601259452037,0.09520791597749786,0.11040410921154287,0.0038765799066441302,,,1C_finite,6,300,200.0,position_specific,0.5069213248746216,
hash_shared,mlp,logloss,,,,,,0.042935665150356135,0.03918772446738522,0.04668360583332705,0.0019122146341688322,,,1C_finite,6,300,1000.0,hamming_weight,0.7812278285107924,
hash_shared,mlp,logloss,,,,,,0.10310871633574309,0.09549025979549744,0.11072717287598874,0.003886967622574314,,,1C_finite,6,300,1000.0,position_specific,0.501810883835895,
label,lightgbm,brier,,,,,,0.013863289621933523,0.01241600090069115,0.015310578343175896,0.0007384126128787618,,,1C_finite,6,300,10.0,hamming_weight,,
label,lightgbm,brier,,,,,,0.011866062276751094,0.010649723662681214,0.013082400890820975,0.0006205809255458578,,,1C_finite,6,300,10.0,position_specific,,
label,lightgbm,brier,,,,,,0.028808926787300956,0.026750145746755088,0.030867707827846824,0.001050398490074423,,,1C_finite,6,300,50.0,hamming_weight,,
label,lightgbm,brier,,,,,,0.023585791208672352,0.021686388626849518,0.025485193790495186,0.0009690829499096086,,,1C_finite,6,300,50.0,position_specific,,
label,lightgbm,brier,,,,,,0.04769245248767341,0.04475546277205678,0.05062944220329004,0.0014984641406207307,,,1C_finite,6,300,200.0,hamming_weight,,
label,lightgbm,brier,,,,,,0.0314653622538875,0.0291519881027724,0.0337787364050026,0.0011802929342423975,,,1C_finite,6,300,200.0,position_specific,,
label,lightgbm,brier,,,,,,0.07459684408416341,0.07125753622808653,0.07793615194024028,0.0017037284979984047,,,1C_finite,6,300,1000.0,hamming_weight,,
label,lightgbm,brier,,,,,,0.03562015314681781,0.03301630975352392,0.0382239965401117,0.0013284915271907613,,,1C_finite,6,300,1000.0,position_specific,,
label,lightgbm,logloss,,,,,,0.03900290864455736,0.034406288386967465,0.04359952890214726,0.002345214417137702,,,1C_finite,6,300,10.0,hamming_weight,0.7446278013090449,
label,lightgbm,logloss,,,,,,0.03461689726515419,0.030655308414503916,0.038578486115804465,0.002021218801352181,,,1C_finite,6,300,10.0,position_specific,0.6891956907894937,
label,lightgbm,logloss,,,,,,0.07823452361732315,0.07192312912866194,0.08454591810598436,0.0032200992289087823,,,1C_finite,6,300,50.0,hamming_weight,0.7230498681623454,
label,lightgbm,logloss,,,,,,0.07078766441372662,0.06404124681767508,0.07753408200977817,0.0034420497939038532,,,1C_finite,6,300,50.0,position_specific,0.6771794345805473,
label,lightgbm,logloss,,,,,,0.1237814450871367,0.11550488407233266,0.13205800610194074,0.0042227352116347185,,,1C_finite,6,300,200.0,hamming_weight,0.6759940717465043,
label,lightgbm,logloss,,,,,,0.09668147039757703,0.0888895655377471,0.10447337525740696,0.003975461663178539,,,1C_finite,6,300,200.0,position_specific,0.6724506351344197,
label,lightgbm,logloss,,,,,,0.18765512237261187,0.17757042913997154,0.1977398156052522,0.005145251649306284,,,1C_finite,6,300,1000.0,hamming_weight,0.5956515622338256,
label,lightgbm,logloss,,,,,,0.10696639653621264,0.09878966863309768,0.11514312443932759,0.004171799950568857,,,1C_finite,6,300,1000.0,position_specific,0.6685306206654286,
label,logistic,brier,,,,,,0.0025925019539120996,0.002306361467772296,0.002878642440051903,0.00014599004394887942,,,1C_finite,6,300,10.0,hamming_weight,,
label,logistic,brier,,,,,,0.005734566195363147,0.005148045611413721,0.006321086779312572,0.0002992451958925639,,,1C_finite,6,300,10.0,position_specific,,
label,logistic,brier,,,,,,0.013596065681706371,0.0122393761243035,0.014952755239109243,0.0006921885496953429,,,1C_finite,6,300,50.0,hamming_weight,,
label,logistic,brier,,,,,,0.016995348269940404,0.015551786388693862,0.018438910151186944,0.000736511163901297,,,1C_finite,6,300,50.0,position_specific,,
label,logistic,brier,,,,,,0.07385020882214365,0.0664431660988169,0.0812572515454704,0.0037791034302687497,,,1C_finite,6,300,200.0,hamming_weight,,
label,logistic,brier,,,,,,0.07669439791803218,0.06933981201049513,0.08404898382556922,0.0037523397487433906,,,1C_finite,6,300,200.0,position_specific,,
label,logistic,brier,,,,,,0.11292137935529224,0.10642438341002258,0.1194183753005619,0.0033147938496273753,,,1C_finite,6,300,1000.0,hamming_weight,,
label,logistic,brier,,,,,,0.11571986148753277,0.10936059625496239,0.12207912672010315,0.003244523077842031,,,1C_finite,6,300,1000.0,position_specific,,
label,logistic,logloss,,,,,,0.007468449003952466,0.006615022436947006,0.008321875570957926,0.0004354217178599284,,,1C_finite,6,300,10.0,hamming_weight,0.765168547651711,
label,logistic,logloss,,,,,,0.014324556335281619,0.012887770673661461,0.015761341996901775,0.0007330539089898761,,,1C_finite,6,300,10.0,position_specific,0.6994129710473266,
label,logistic,logloss,,,,,,0.038009088960194,0.03408951953954423,0.04192865838084377,0.0019997803166580445,,,1C_finite,6,300,50.0,hamming_weight,0.7554286626790567,
label,logistic,logloss,,,,,,0.044842799241869055,0.04087818147305368,0.04880741701068443,0.0020227641677629457,,,1C_finite,6,300,50.0,position_specific,0.684627065877044,
label,logistic,logloss,,,,,,0.49761455684555417,0.44165187413481943,0.5535772395562889,0.02855238913812996,,,1C_finite,6,300,200.0,hamming_weight,0.7019738578480915,
label,logistic,logloss,,,,,,0.47993169550071474,0.4267301181007537,0.5331332729006758,0.027143661938755635,,,1C_finite,6,300,200.0,position_specific,0.6472723603577396,
label,logistic,logloss,,,,,,0.580276682666994,0.5363714731255171,0.6241818922084708,0.022400617112998393,,,1C_finite,6,300,1000.0,hamming_weight,0.6400915374312081,
label,logistic,logloss,,,,,,0.6172016354878092,0.5685355496024169,0.6658677213732014,0.02482963565581239,,,1C_finite,6,300,1000.0,position_specific,0.6007253421791849,
label,mlp,brier,,,,,,0.01360948798535978,0.012349847966108463,0.014869128004611097,0.0006426734792098555,,,1C_finite,6,300,10.0,hamming_weight,,
label,mlp,brier,,,,,,0.010289301603372622,0.009126190446872361,0.011452412759872882,0.0005934240594389084,,,1C_finite,6,300,10.0,position_specific,,
label,mlp,brier,,,,,,0.026231078602715813,0.02423644011451556,0.028225717090916064,0.001017672698061352,,,1C_finite,6,300,50.0,hamming_weight,,
label,mlp,brier,,,,,,0.028307474606116764,0.02627405745541266,0.030340891756820868,0.0010374577299510743,,,1C_finite,6,300,50.0,position_specific,,
label,mlp,brier,,,,,,0.05442479854738804,0.05139000904358185,0.057459588051194235,0.0015483619917378536,,,1C_finite,6,300,200.0,hamming_weight,,
label,mlp,brier,,,,,,0.057551276492740396,0.054241463442450386,0.060861089543030406,0.0016886801276989832,,,1C_finite,6,300,200.0,position_specific,,
label,mlp,brier,,,,,,0.10084656918837427,0.09844701965270711,0.10324611872404144,0.001224259967177124,,,1C_finite,6,300,1000.0,hamming_weight,,
label,mlp,brier,,,,,,0.10175978647493122,0.09736504919133779,0.10615452375852466,0.002242212899792572,,,1C_finite,6,300,1000.0,position_specific,,
label,mlp,logloss,,,,,,0.03154118508059333,0.028760725388016033,0.03432164477317063,0.001418601883968009,,,1C_finite,6,300,10.0,hamming_weight,0.7529575479789923,
label,mlp,logloss,,,,,,0.024465238918205276,0.02177581545544828,0.02715466238096227,0.001372154827937242,,,1C_finite,6,300,10.0,position_specific,0.6887503862410312,
label,mlp,logloss,,,,,,0.06396609826379462,0.059261385395667054,0.0686708111319222,0.00240036370822835,,,1C_finite,6,300,50.0,hamming_weight,0.7140353074439036,
label,mlp,logloss,,,,,,0.06999846834010008,0.06427761817508006,0.0757193185051201,0.0029188011046020544,,,1C_finite,6,300,50.0,position_specific,0.6441006921556162,
label,mlp,logloss,,,,,,0.15025352110539958,0.14017245650010343,0.16033458571069573,0.005143400308824565,,,1C_finite,6,300,200.0,hamming_weight,0.6564356516638674,
label,mlp,logloss,,,,,,0.16393902773047894,0.1495439632934577,0.17833409216750018,0.007344420631133286,,,1C_finite,6,300,200.0,position_specific,0.6002710774648059,
label,mlp,logloss,,,,,,0.42757411680882,0.3947668020992006,0.4603814315184394,0.016738425872254797,,,1C_finite,6,300,1000.0,hamming_weight,0.6038176707800181,
label,mlp,logloss,,,,,,0.46467805355276826,0.4214428995949429,0.5079132075105935,0.02205875201929864,,,1C_finite,6,300,1000.0,position_specific,0.5602167743858794,
onehot,lightgbm,brier,,,,,,0.013863289621933523,0.01241600090069115,0.015310578343175896,0.0007384126128787619,,,1C_finite,6,300,10.0,hamming_weight,,
onehot,lightgbm,brier,,,,,,0.011865516351845556,0.010649296003425198,0.013081736700265913,0.0006205205859287535,,,1C_finite,6,300,10.0,position_specific,,
onehot,lightgbm,brier,,,,,,0.028808926787300942,0.02675014574675507,0.030867707827846813,0.0010503984900744239,,,1C_finite,6,300,50.0,hamming_weight,,
onehot,lightgbm,brier,,,,,,0.023580873001021345,0.021682346022929032,0.025479399979113658,0.0009686362133124045,,,1C_finite,6,300,50.0,position_specific,,
onehot,lightgbm,brier,,,,,,0.047692925474006005,0.04475582608168041,0.0506300248663316,0.0014985200981253014,,,1C_finite,6,300,200.0,hamming_weight,,
onehot,lightgbm,brier,,,,,,0.031464181674269856,0.02915096473421768,0.03377739861432203,0.001180212724516415,,,1C_finite,6,300,200.0,position_specific,,
onehot,lightgbm,brier,,,,,,0.0746095142110962,0.07126869669180406,0.07795033173038833,0.0017044987343327197,,,1C_finite,6,300,1000.0,hamming_weight,,
onehot,lightgbm,brier,,,,,,0.035621093636703995,0.03301732921767359,0.0382248580557344,0.0013284512341991855,,,1C_finite,6,300,1000.0,position_specific,,
onehot,lightgbm,logloss,,,,,,0.03900290864455736,0.034406288386967465,0.04359952890214726,0.0023452144171377024,,,1C_finite,6,300,10.0,hamming_weight,0.7446278013090449,
onehot,lightgbm,logloss,,,,,,0.03461742353841961,0.03065574186904265,0.03857910520779657,0.0020212661578453872,,,1C_finite,6,300,10.0,position_specific,0.6891968735334308,
onehot,lightgbm,logloss,,,,,,0.07823452361732312,0.0719231291286619,0.08454591810598434,0.003220099228908785,,,1C_finite,6,300,50.0,hamming_weight,0.7230498681623454,
onehot,lightgbm,logloss,,,,,,0.07075575007834412,0.06401509234643085,0.07749640781025738,0.0034391110877108524,,,1C_finite,6,300,50.0,position_specific,0.677177331319651,
onehot,lightgbm,logloss,,,,,,0.1237840711749632,0.11550698767366978,0.13206115467625662,0.004223001786374196,,,1C_finite,6,300,200.0,hamming_weight,0.6759937632497497,
onehot,lightgbm,logloss,,,,,,0.09667582732386727,0.08888460543607915,0.1044670492116554,0.003975113208055166,,,1C_finite,6,300,200.0,position_specific,0.6724493330824741,
onehot,lightgbm,logloss,,,,,,0.18769712446735523,0.17760806540474702,0.19778618352996344,0.005147479113575617,,,1C_finite,6,300,1000.0,hamming_weight,0.5956252900594622,
onehot,lightgbm,logloss,,,,,,0.10697626611215479,0.09879911586363459,0.11515341636067498,0.004172015432918467,,,1C_finite,6,300,1000.0,position_specific,0.668534022728036,
onehot,logistic,brier,,,,,,0.0026157692341188137,0.0023260589552680116,0.002905479512969616,0.0001478113667606134,,,1C_finite,6,300,10.0,hamming_weight,,
onehot,logistic,brier,,,,,,0.005753800158745387,0.005166191955300537,0.006341408362190238,0.000299800103798393,,,1C_finite,6,300,10.0,position_specific,,
onehot,logistic,brier,,,,,,0.013789261556551621,0.0124093099667313,0.015169213146371943,0.0007040569335817969,,,1C_finite,6,300,50.0,hamming_weight,,
onehot,logistic,brier,,,,,,0.017174109120208315,0.015710809533930892,0.01863740870648574,0.000746581421570115,,,1C_finite,6,300,50.0,position_specific,,
onehot,logistic,brier,,,,,,0.08013533542873674,0.07200245158861338,0.08826821926886011,0.004149430530675185,,,1C_finite,6,300,200.0,hamming_weight,,
onehot,logistic,brier,,,,,,0.08201959682839387,0.0740463437724091,0.08999284988437864,0.0040679862530534515,,,1C_finite,6,300,200.0,position_specific,,
onehot,logistic,brier,,,,,,0.11703529876955786,0.11008982470078862,0.12398077283832709,0.003543609218759813,,,1C_finite,6,300,1000.0,hamming_weight,,
onehot,logistic,brier,,,,,,0.11990176141830194,0.11308952999321745,0.12671399284338644,0.0034756282781043335,,,1C_finite,6,300,1000.0,position_specific,,
onehot,logistic,logloss,,,,,,0.007685269796984209,0.006770443052793736,0.008600096541174683,0.00046674833887269055,,,1C_finite,6,300,10.0,hamming_weight,0.7651946063255215,
onehot,logistic,logloss,,,,,,0.014452983819116473,0.013004984785001722,0.015900982853231223,0.0007387750174054851,,,1C_finite,6,300,10.0,position_specific,0.6994061675209311,
onehot,logistic,logloss,,,,,,0.03889667850592838,0.03486343806563572,0.042929918946221036,0.0020577757348431923,,,1C_finite,6,300,50.0,hamming_weight,0.7553941322645069,
onehot,logistic,logloss,,,,,,0.04563763966783918,0.041576393242705234,0.04969888609297313,0.0020720645026193587,,,1C_finite,6,300,50.0,position_specific,0.6846015464216981,
onehot,logistic,logloss,,,,,,0.6638454908934267,0.5860723169652682,0.7416186648215852,0.03968019077967269,,,1C_finite,6,300,200.0,hamming_weight,0.7002858515331409,
onehot,logistic,logloss,,,,,,0.6149382359008909,0.5425902290924501,0.6872862427093317,0.03691224837165346,,,1C_finite,6,300,200.0,position_specific,0.6461199922791298,
onehot,logistic,logloss,,,,,,0.661149145704137,0.6081741517246083,0.7141241396836656,0.027028058152820757,,,1C_finite,6,300,1000.0,hamming_weight,0.639746792488575,
onehot,logistic,logloss,,,,,,0.7049092407185021,0.6462129378525627,0.7636055435844415,0.029947093298948672,,,1C_finite,6,300,1000.0,position_specific,0.6004786453978195,
onehot,mlp,brier,,,,,,0.013279676306034252,0.012044832537335843,0.014514520074732662,0.0006300223309685763,,,1C_finite,6,300,10.0,hamming_weight,,
onehot,mlp,brier,,,,,,0.010068748421040127,0.008978706586196853,0.011158790255883401,0.0005561437932873845,,,1C_finite,6,300,10.0,position_specific,,
onehot,mlp,brier,,,,,,0.02456498874193638,0.022766997786210896,0.026362979697661864,0.0009173423243497372,,,1C_finite,6,300,50.0,hamming_weight,,
onehot,mlp,brier,,,,,,0.028545674864968142,0.02655372710933671,0.030537622620599576,0.0010162998753221603,,,1C_finite,6,300,50.0,position_specific,,
onehot,mlp,brier,,,,,,0.0514538557917396,0.048157564305188895,0.0547501472782903,0.0016817813706891342,,,1C_finite,6,300,200.0,hamming_weight,,
onehot,mlp,brier,,,,,,0.05571944938613101,0.05226534793768984,0.05917355083457219,0.0017622966573679455,,,1C_finite,6,300,200.0,position_specific,,
onehot,mlp,brier,,,,,,0.09280700910294094,0.09011594159755601,0.09549807660832588,0.0013729936251963963,,,1C_finite,6,300,1000.0,hamming_weight,,
onehot,mlp,brier,,,,,,0.10188517941628564,0.09754764375033824,0.10622271508223304,0.002213028400993568,,,1C_finite,6,300,1000.0,position_specific,,
onehot,mlp,logloss,,,,,,0.030988816130738044,0.028258013599712556,0.03371961866176353,0.0013932665974619844,,,1C_finite,6,300,10.0,hamming_weight,0.7526161728861939,
onehot,mlp,logloss,,,,,,0.024098615603471516,0.021542743103593408,0.026654488103349624,0.0013040165815704635,,,1C_finite,6,300,10.0,position_specific,0.688794499954497,
onehot,mlp,logloss,,,,,,0.06286895540850007,0.05774629878742435,0.0679916120295758,0.002613600316875368,,,1C_finite,6,300,50.0,hamming_weight,0.7229451301027114,
onehot,mlp,logloss,,,,,,0.0741508634888283,0.06800892778376692,0.08029279919388967,0.0031336406658476405,,,1C_finite,6,300,50.0,position_specific,0.6533918196217763,
onehot,mlp,logloss,,,,,,0.15495206366984107,0.1398327726111388,0.17007135472854334,0.007713924009541972,,,1C_finite,6,300,200.0,hamming_weight,0.6709500756253234,
onehot,mlp,logloss,,,,,,0.16865105120917132,0.1504684366704099,0.18683366574793273,0.009276844152429293,,,1C_finite,6,300,200.0,position_specific,0.610157262147684,
onehot,mlp,logloss,,,,,,0.3861885762303351,0.3547705197480099,0.4176066327126603,0.01602962065424754,,,1C_finite,6,300,1000.0,hamming_weight,0.6122752785600617,
onehot,mlp,logloss,,,,,,0.4809880431365826,0.4365166467596208,0.5254594395135443,0.022689487947429483,,,1C_finite,6,300,1000.0,position_specific,0.5664653330521168,
count,bayes_z_oracle,brier,,0.008077675558428749,0.007815695578828637,0.00833965553802886,0.00013366325489801595,0.0,0.0,0.0,0.0,0.008077675558428749,0.0,1B,144,7200,,,,500.0
count,bayes_z_oracle,brier,,0.004103651279317766,0.003926248851847068,0.004281053706788464,9.05114425870906e-05,0.0,0.0,0.0,0.0,0.004103651279317766,0.0,1B,144,7200,,,,5000.0
count,bayes_z_oracle,logloss,,0.017693662271905594,0.017111050336304008,0.01827627420750718,0.0002972509875518287,0.0,0.0,0.0,0.0,0.017693662271905594,0.0,1B,144,7200,,,0.6580661360167379,500.0
count,bayes_z_oracle,logloss,,0.009065490282166955,0.008666272879510738,0.009464707684823173,0.00020368234829398846,0.0,0.0,0.0,0.0,0.009065490282166955,0.0,1B,144,7200,,,0.6753248501880468,5000.0
count,lightgbm,brier,,0.008077675558428749,0.007815695578828637,0.00833965553802886,0.00013366325489801595,0.06215943931056041,0.061829222068912434,0.06248965655220838,0.00016847818451427052,0.008077675558428749,0.0,1B,144,7200,,,,500.0
count,lightgbm,brier,,0.004103651279317766,0.003926248851847068,0.004281053706788464,9.05114425870906e-05,0.018919866673844588,0.01876980410945928,0.019069929238229897,7.656253284964717e-05,0.004103651279317766,0.0,1B,144,7200,,,,5000.0
count,lightgbm,logloss,,0.017693662271905594,0.017111050336304008,0.01827627420750718,0.0002972509875518287,0.18130608857632693,0.1802503576118446,0.18236181954080927,0.0005386382471848604,0.017693662271905594,0.0,1B,144,7200,,,0.5649033147599851,500.0
count,lightgbm,logloss,,0.009065490282166955,0.008666272879510738,0.009464707684823173,0.00020368234829398846,0.043782313736933816,0.04345449053921189,0.04411013693465574,0.0001672567335315955,0.009065490282166955,0.0,1B,144,7200,,,0.6170697789621585,5000.0
count,logistic,brier,,0.008077675558428749,0.007815695578828637,0.00833965553802886,0.00013366325489801595,0.023399501311257287,0.023111325115211093,0.02368767750730348,0.00014702867145213958,0.008077675558428749,0.0,1B,144,7200,,,,500.0
